english,portuguese,level,category,grammar_points
I go to the coffee shop at 9:00 a.m. on Wednesday.,Eu vou à cafeteria às 9:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I go to the clothing store at 7:00 p.m. on Monday.,Eu vou à loja de roupas às 19:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I buy milk at the gas station.,Eu compro leite na posto de gasolina.,A1,shopping,"[""present simple""]"
I eat breakfast at 3:00 p.m..,Eu faço café da manhã às 15:00.,A1,daily_routine,"[""present simple""]"
I buy batteries at the clothing store.,Eu compro pilhas na loja de roupas.,A1,shopping,"[""present simple""]"
I go to the hardware store at 7:00 p.m. on Wednesday.,Eu vou à loja de ferragens às 19:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I need eggs for breakfast.,Eu preciso de ovos para o café da manhã.,A1,daily_routine,"[""present simple""]"
Do you go to the library by ride-share?,Você vai ao a biblioteca de carro por aplicativo?,A1,conversation,"[""present simple questions""]"
I pay with credit card at the clothing store.,Eu pago com cartão de crédito na loja de roupas.,A1,shopping,"[""present simple""]"
I go to the hardware store at 10:00 a.m. on Friday.,Eu vou à loja de ferragens às 10:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I go to the hardware store at 6:00 a.m. on Wednesday.,Eu vou à loja de ferragens às 6:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I like to visit family.,Eu gosto de visitar a família.,A1,leisure,"[""like + to-infinitive""]"
I eat breakfast at 7:00 a.m..,Eu faço café da manhã às 7:00.,A1,daily_routine,"[""present simple""]"
I go to the coffee shop at 5:00 p.m. on Saturday.,Eu vou à cafeteria às 17:00 na sábado.,A1,shopping,"[""present simple""]"
I go to the bookstore at 5:00 p.m. on Monday.,Eu vou à livraria às 17:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I drink coffee tonight.,Eu bebo café hoje à noite.,A1,daily_routine,"[""present simple""]"
I go to the hardware store at noon on Monday.,Eu vou à loja de ferragens às meio-dia na segunda-feira.,A1,shopping,"[""present simple""]"
I go to the bakery at 10:00 a.m. on Wednesday.,Eu vou à padaria às 10:00 na quarta-feira.,A1,shopping,"[""present simple""]"
Is it rainy this morning?,Está chuvoso hoje de manhã?,A1,weather,"[""verb to be""]"
I drink water tonight.,Eu bebo água hoje à noite.,A1,daily_routine,"[""present simple""]"
The clothing store is quiet this morning.,A loja de roupas está tranquilo hoje de manhã.,A1,shopping,"[""verb to be""]"
I go to the coffee shop at 3:00 p.m. on Sunday.,Eu vou à cafeteria às 15:00 na domingo.,A1,shopping,"[""present simple""]"
The grocery store is cheap tonight.,A mercado está barato hoje à noite.,A1,shopping,"[""verb to be""]"
I buy medicine at the clothing store.,Eu compro remédio na loja de roupas.,A1,shopping,"[""present simple""]"
I pay with cash at the coffee shop.,Eu pago com dinheiro na cafeteria.,A1,shopping,"[""present simple""]"
I go to the bookstore at 5:00 p.m. on Wednesday.,Eu vou à livraria às 17:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I drink soda tonight.,Eu bebo refrigerante hoje à noite.,A1,daily_routine,"[""present simple""]"
I need medicine for lunch.,Eu preciso de remédio para o almoço.,A1,daily_routine,"[""present simple""]"
I go to the gas station at 7:00 p.m. on Monday.,Eu vou à posto de gasolina às 19:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I go to the bookstore at 10:00 a.m. on Monday.,Eu vou à livraria às 10:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I do the laundry after lunch.,Eu lavar roupa depois do almoço.,A1,home,"[""present simple""]"
The coffee shop is busy tonight.,A cafeteria está movimentado hoje à noite.,A1,shopping,"[""verb to be""]"
I go to the hardware store at 6:00 a.m. on Tuesday.,Eu vou à loja de ferragens às 6:00 na terça-feira.,A1,shopping,"[""present simple""]"
I wash the dishes after dinner.,Eu lavar a louça depois do jantar.,A1,home,"[""present simple""]"
I go to the bakery at 7:00 p.m. on Monday.,Eu vou à padaria às 19:00 na segunda-feira.,A1,shopping,"[""present simple""]"
Is the bookstore open today?,A livraria está aberta hoje?,A1,conversation,"[""present simple questions""]"
The clothing store is crowded this afternoon.,A loja de roupas está cheio hoje à tarde.,A1,shopping,"[""verb to be""]"
I go to the grocery store at 8:00 a.m. on Monday.,Eu vou à mercado às 8:00 na segunda-feira.,A1,shopping,"[""present simple""]"
The gas station is busy tonight.,A posto de gasolina está movimentado hoje à noite.,A1,shopping,"[""verb to be""]"
I go to the coffee shop at 9:00 a.m. on Saturday.,Eu vou à cafeteria às 9:00 na sábado.,A1,shopping,"[""present simple""]"
Is it cold tonight?,Está frio hoje à noite?,A1,weather,"[""verb to be""]"
I go to the grocery store at 8:00 p.m. on Wednesday.,Eu vou à mercado às 20:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I go to the supermarket on Saturday.,Eu vou ao o supermercado na sábado.,A1,transport,"[""present simple""]"
I go to the the pharmacy with my friend.,Eu vou ao a farmácia com meu amigo.,A1,leisure,"[""present simple""]"
I go to the bakery at 6:00 a.m. on Saturday.,Eu vou à padaria às 6:00 na sábado.,A1,shopping,"[""present simple""]"
I want a soda and a salad.,Eu quero um refrigerante e salada.,A1,food,"[""present simple""]"
I go to the grocery store at 6:00 a.m. on Sunday.,Eu vou à mercado às 6:00 na domingo.,A1,shopping,"[""present simple""]"
I want a tea and a salad.,Eu quero um chá e salada.,A1,food,"[""present simple""]"
I go to the drugstore at 8:00 p.m. on Friday.,Eu vou à farmácia às 20:00 na sexta-feira.,A1,shopping,"[""present simple""]"
Do you go to the gym by bus?,Você vai ao a academia de ônibus?,A1,conversation,"[""present simple questions""]"
I go to the drugstore at 3:00 p.m. on Saturday.,Eu vou à farmácia às 15:00 na sábado.,A1,shopping,"[""present simple""]"
I drink tea tonight.,Eu bebo chá hoje à noite.,A1,daily_routine,"[""present simple""]"
Do you go to the mall by car?,Você vai ao o shopping de carro?,A1,conversation,"[""present simple questions""]"
I go to the bookstore at 7:00 a.m. on Wednesday.,Eu vou à livraria às 7:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I go to the drugstore at 8:00 a.m. on Saturday.,Eu vou à farmácia às 8:00 na sábado.,A1,shopping,"[""present simple""]"
I go to the coffee shop at 3:00 p.m. on Thursday.,Eu vou à cafeteria às 15:00 na quinta-feira.,A1,shopping,"[""present simple""]"
I go to the drugstore at 8:00 p.m. on Wednesday.,Eu vou à farmácia às 20:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I do the laundry after dinner.,Eu lavar roupa depois do jantar.,A1,home,"[""present simple""]"
I go to the hardware store at 1:00 p.m. on Sunday.,Eu vou à loja de ferragens às 13:00 na domingo.,A1,shopping,"[""present simple""]"
I go to the clothing store at 10:00 a.m. on Friday.,Eu vou à loja de roupas às 10:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I go to the hardware store at 3:00 p.m. on Saturday.,Eu vou à loja de ferragens às 15:00 na sábado.,A1,shopping,"[""present simple""]"
I go to the office on Saturday.,Eu vou ao o escritório na sábado.,A1,transport,"[""present simple""]"
I watch a movie twice a week.,Eu assistir a um filme duas vezes por semana.,A1,daily_routine,"[""present simple"", ""frequency adverbs""]"
I go to the grocery store at 7:00 a.m. on Sunday.,Eu vou à mercado às 7:00 na domingo.,A1,shopping,"[""present simple""]"
The drugstore is expensive this afternoon.,A farmácia está caro hoje à tarde.,A1,shopping,"[""verb to be""]"
I go to the bakery at 3:00 p.m. on Tuesday.,Eu vou à padaria às 15:00 na terça-feira.,A1,shopping,"[""present simple""]"
I want a orange juice and a grilled chicken.,Eu quero um suco de laranja e frango grelhado.,A1,food,"[""present simple""]"
Is the bakery open today?,A padaria está aberta hoje?,A1,conversation,"[""present simple questions""]"
Do you go to downtown by subway?,Você vai ao o centro de metrô?,A1,conversation,"[""present simple questions""]"
I go to the drugstore at 7:00 p.m. on Thursday.,Eu vou à farmácia às 19:00 na quinta-feira.,A1,shopping,"[""present simple""]"
I go to the bank on Saturday.,Eu vou ao o banco na sábado.,A1,transport,"[""present simple""]"
I clean the kitchen after breakfast.,Eu limpar a cozinha depois do café da manhã.,A1,home,"[""present simple""]"
The gas station is quiet tonight.,A posto de gasolina está tranquilo hoje à noite.,A1,shopping,"[""verb to be""]"
I go to the clothing store at 9:00 a.m. on Sunday.,Eu vou à loja de roupas às 9:00 na domingo.,A1,shopping,"[""present simple""]"
I go to the bakery at 3:00 p.m. on Monday.,Eu vou à padaria às 15:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I study English every other day.,"Eu estudar inglês dia sim, dia não.",A1,daily_routine,"[""present simple"", ""frequency adverbs""]"
I go to downtown on Wednesday.,Eu vou ao o centro na quarta-feira.,A1,transport,"[""present simple""]"
I go to the gas station at 7:00 p.m. on Tuesday.,Eu vou à posto de gasolina às 19:00 na terça-feira.,A1,shopping,"[""present simple""]"
I go to the coffee shop at 7:00 p.m. on Sunday.,Eu vou à cafeteria às 19:00 na domingo.,A1,shopping,"[""present simple""]"
I need soap for breakfast.,Eu preciso de sabão para o café da manhã.,A1,daily_routine,"[""present simple""]"
I go to the clothing store at 5:00 p.m. on Friday.,Eu vou à loja de roupas às 17:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I buy paper towels at the bookstore.,Eu compro papel toalha na livraria.,A1,shopping,"[""present simple""]"
The bookstore is cheap this morning.,A livraria está barato hoje de manhã.,A1,shopping,"[""verb to be""]"
I go to the grocery store at 6:00 a.m. on Friday.,Eu vou à mercado às 6:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I want a orange juice and a rice and beans.,Eu quero um suco de laranja e arroz e feijão.,A1,food,"[""present simple""]"
I go to the grocery store at 1:00 p.m. on Tuesday.,Eu vou à mercado às 13:00 na terça-feira.,A1,shopping,"[""present simple""]"
I want a water and a tacos.,Eu quero um água e tacos.,A1,food,"[""present simple""]"
I go to the clothing store at 8:00 a.m. on Friday.,Eu vou à loja de roupas às 8:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I buy toothpaste at the hardware store.,Eu compro pasta de dente na loja de ferragens.,A1,shopping,"[""present simple""]"
I go to the gas station at 3:00 p.m. on Wednesday.,Eu vou à posto de gasolina às 15:00 na quarta-feira.,A1,shopping,"[""present simple""]"
Do you go to the supermarket by car?,Você vai ao o supermercado de carro?,A1,conversation,"[""present simple questions""]"
The coffee shop is crowded this afternoon.,A cafeteria está cheio hoje à tarde.,A1,shopping,"[""verb to be""]"
Do you go to the pharmacy by bus?,Você vai ao a farmácia de ônibus?,A1,conversation,"[""present simple questions""]"
I eat breakfast at 5:00 p.m..,Eu faço café da manhã às 17:00.,A1,daily_routine,"[""present simple""]"
I buy medicine at the bakery.,Eu compro remédio na padaria.,A1,shopping,"[""present simple""]"
I wash the dishes after lunch.,Eu lavar a louça depois do almoço.,A1,home,"[""present simple""]"
I go to the clothing store at 7:00 a.m. on Saturday.,Eu vou à loja de roupas às 7:00 na sábado.,A1,shopping,"[""present simple""]"
The bakery is crowded tonight.,A padaria está cheio hoje à noite.,A1,shopping,"[""verb to be""]"
I go to the drugstore at 1:00 p.m. on Wednesday.,Eu vou à farmácia às 13:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I go to the coffee shop at 6:00 a.m. on Saturday.,Eu vou à cafeteria às 6:00 na sábado.,A1,shopping,"[""present simple""]"
I buy soap at the coffee shop.,Eu compro sabão na cafeteria.,A1,shopping,"[""present simple""]"
I go to the bookstore at 7:00 a.m. on Sunday.,Eu vou à livraria às 7:00 na domingo.,A1,shopping,"[""present simple""]"
I need shampoo for dinner.,Eu preciso de shampoo para o jantar.,A1,daily_routine,"[""present simple""]"
I go to the grocery store at 5:00 p.m. on Saturday.,Eu vou à mercado às 17:00 na sábado.,A1,shopping,"[""present simple""]"
I go to the drugstore at noon on Tuesday.,Eu vou à farmácia às meio-dia na terça-feira.,A1,shopping,"[""present simple""]"
I go to the bakery at 6:00 a.m. on Friday.,Eu vou à padaria às 6:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I go to the coffee shop at 1:00 p.m. on Monday.,Eu vou à cafeteria às 13:00 na segunda-feira.,A1,shopping,"[""present simple""]"
Do you go to downtown by bus?,Você vai ao o centro de ônibus?,A1,conversation,"[""present simple questions""]"
I go to the bakery at 6:00 a.m. on Monday.,Eu vou à padaria às 6:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I go to the gas station at 8:00 a.m. on Thursday.,Eu vou à posto de gasolina às 8:00 na quinta-feira.,A1,shopping,"[""present simple""]"
I need tickets for breakfast.,Eu preciso de ingressos para o café da manhã.,A1,daily_routine,"[""present simple""]"
I go to the bakery at 6:00 a.m. on Thursday.,Eu vou à padaria às 6:00 na quinta-feira.,A1,shopping,"[""present simple""]"
Do you go to the park by ride-share?,Você vai ao o parque de carro por aplicativo?,A1,conversation,"[""present simple questions""]"
I go to the drugstore at 8:00 a.m. on Monday.,Eu vou à farmácia às 8:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I go to the bakery at 8:00 p.m. on Saturday.,Eu vou à padaria às 20:00 na sábado.,A1,shopping,"[""present simple""]"
I want a soda and a tacos.,Eu quero um refrigerante e tacos.,A1,food,"[""present simple""]"
Do you go to the supermarket by ride-share?,Você vai ao o supermercado de carro por aplicativo?,A1,conversation,"[""present simple questions""]"
I eat lunch at 5:00 p.m..,Eu faço almoço às 17:00.,A1,daily_routine,"[""present simple""]"
I go to the hardware store at 1:00 p.m. on Friday.,Eu vou à loja de ferragens às 13:00 na sexta-feira.,A1,shopping,"[""present simple""]"
I go to the coffee shop at 9:00 a.m. on Tuesday.,Eu vou à cafeteria às 9:00 na terça-feira.,A1,shopping,"[""present simple""]"
I go to the hardware store at 10:00 a.m. on Monday.,Eu vou à loja de ferragens às 10:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I go to the clothing store at noon on Thursday.,Eu vou à loja de roupas às meio-dia na quinta-feira.,A1,shopping,"[""present simple""]"
The clothing store is quiet this afternoon.,A loja de roupas está tranquilo hoje à tarde.,A1,shopping,"[""verb to be""]"
I go to the the office with my friend.,Eu vou ao o escritório com meu amigo.,A1,leisure,"[""present simple""]"
I go to work by ride-share.,Eu vou para o trabalho de carro por aplicativo.,A1,transport,"[""present simple"", ""by + transport""]"
I go to the gas station at 7:00 a.m. on Wednesday.,Eu vou à posto de gasolina às 7:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I go to the the post office with my brother.,Eu vou ao os correios com meu irmão.,A1,leisure,"[""present simple""]"
It is rainy today.,Hoje está chuvoso.,A1,weather,"[""verb to be""]"
I go to the grocery store at 9:00 a.m. on Monday.,Eu vou à mercado às 9:00 na segunda-feira.,A1,shopping,"[""present simple""]"
I go to the clothing store at 7:00 p.m. on Wednesday.,Eu vou à loja de roupas às 19:00 na quarta-feira.,A1,shopping,"[""present simple""]"
I go to the drugstore at 8:00 a.m. on Thursday.,Eu vou à farmácia às 8:00 na quinta-feira.,A1,shopping,"[""present simple""]"
I pay with credit card at the gas station.,Eu pago com cartão de crédito na posto de gasolina.,A1,shopping,"[""present simple""]"
I go to the drugstore at 6:00 a.m. on Friday.,Eu vou à farmácia às 6:00 na sexta-feira.,A1,shopping,"[""present simple""]"
