id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
2261,heel,,calcanhar,A1,,,,She has to tie her shoe because she has a broken heel.,Ela precisa amarrar o laço do sapato porque tem uma sola quebrada.,
2262,height,,"""altura",altitude,,,,"After a long hike, Sarah checked her height to make sure she was at the right elevation on the mountain.","Depois de uma longa caminhada, Sarah verificou sua altura para garantir que estivesse no ponto certo de elevação na montanha.",
2263,held,,passado e particÃ­pio passado de hold,B1,verb,,,She had held her phone very tightly to avoid dropping it.,Ela segurava seu telefone com muita força para não acidentalá-lo.,
2264,helicopter,,hell,B1,noun,,,or land,terra firme,
2265,hello,,"""alÃ´","olÃ¡""",B1,,,OlÃ¡!,Olá!,
2267,helpful,,"""Ãºtil","prestativo""",B1,,,The librarian's advice was very helpful when I couldn't find a specific book in the library's catalog.,O conselho do bibliotecário foi muito útil quando não consegui encontrar um livro específico no catálogo da biblioteca.,
2270,hence,,"""por isso",consequentemente,,,,The new policy changed hence the way we organize meetings to be more efficient.,"A nova política mudou, então mudamos a forma como organizamos reuniões para ser mais eficiente.",
2271,her,,"""a ela",lhe,a,,,She is going to meet her best friend at the park today.,Ela vai se encontrar com sua melhor amiga no parque hoje.,
2273,here,,aqui,A1,,,,My friend is standing here outside our house.,Minha amizade está de pé aqui fora da nossa casa.,
2274,hereby,,"""por meio deste","desta""",B1,,,The company hereby announces its decision to close due to financial difficulties.,A empresa anuncia que encerra suas atividades devido a dificuldades financeiras.,
2275,hero,,herÃ³i,B1,noun,,,The firefighter was hailed as a hero after saving the children from the burning building.,O bombeiro foi elogiado como um herói depois de salvar os crianças do incêndio.,
2276,hers,,dela [no lugar de um substantivo],B1,noun,,,She kept his car and bought hers yesterday afternoon.,Ela manteve seu carro e comprou o dela ontem à tarde.,
2277,herself,,ela mesma,A1,,,,She couldn't believe she was going to be herself at her 10-year high school reunion.,Ela não podia acreditar que estava se tornando a pessoa dela no seu reencontro da escola secundária de 10 anos depois.,
2278,hesitate,,"""hesitar","vacilar""",B1,,,"When planning a trip to Europe, I will hesitate before booking my flight because of the last-minute price changes.","Quando planejo uma viagem à Europa, hesito antes de comprar meu voo por causa dos ajustes finais nos preços.",
2279,hid,,passado e tambÃ©m particÃ­pio passado de hide,B1,verb,,,I hid my keys under the couch cushion this morning.,Escondai minhas chaves sob o coxo do sofá esta manhã.,
2280,hide,,esconder,B1,verb,,,She will hide her phone under the couch until she remembers where she left it.,Ela guardará sua telefone debaixo da mesa até lembrar onde a deixou.,
2281,hidden,,tambÃ©m particÃ­pio passado de hide,B1,adjective,,,The secret key was hidden inside a small box at home.,A chave secreta estava escondida em uma pequena caixa em casa.,
2282,high,,alto,B1,noun,,,I'm going to buy high shoes because they are on sale today.,Vou comprar sapatos altos porque estão na promoção hoje.,
2283,highlight,,"""realÃ§ar",ressaltar,,,,The teacher's review of her students' work will be a great opportunity to highlight their strengths and areas that need improvement.,A avaliação da professora sobre o trabalho dos seus alunos será uma grande oportunidade de destacar suas forças e áreas que precisam ser melhoradas.,
2284,highway,,autoestrada,B1,noun,,,The family decided to take a road trip along the highway to visit their summer home.,A família decidiu fazer uma viagem de carro pela rodovia até visitar sua casa de verão.,
2285,highjack,,parar um veÃ­culo em movimento e roubÃ¡-lo,A1,,,,The police officer had to highjack the speeding bus to take control of it.,"O policial teve que assaltar uma busema (ou mais corretamente ""usar a força"" ou ""se apoderar de) uma autobús que estava a caminho excessivamente rápido.",
2288,himself,,ele mesmo,A1,,,,He cut himself while shaving this morning.,Ele se cortou enquanto fazia barba hoje manhã.,
2289,hint,,"""sugestÃ£o",palpite,,,,The teacher gave her students a hint about how to solve the math problem without giving away the answer.,A professora deu aos seus alunos uma dica sobre como resolver o problema de matemática sem revelar a resposta.,
2292,history,,histÃ³ria,A1,,,,She studied world history to understand how different countries developed over time.,Ela estudou história mundial para entender como diferentes países evoluíram ao longo do tempo.,
2293,hit,,"""golpe",pancada,,,,"If you hit your thumb with a hammer, it will hurt a lot.","Quando bater na ponta do polegar com uma martela, dói muito.",
2294,hobby,,passatempo preferido,B1,noun,,,She has a passion for painting as her hobby.,Ela tem paixão pela pintura como um hobby.,
2295,hold,,"""segurar","manter""",B1,,,Uma pegada ou aperto.,Um aperto da mão.,
2296,hole,,"""buraco",furo,"orifÃ­cio""",,,"""A hollow place or cavity",Local vazio ou cavidade.,
2298,hollow,,"""oco","vazio""",B1,,,Um pequeno vale entre montanhas.,Uma depressa entre montanhas.,
2299,holy,,"""sagrado","santo""",B1,,,"She said a silent prayer during her morning meditation, finding it a truly holy moment of peace and calm.","Ela fez uma oração silenciosa durante sua meditação matinal, achando-a um momento verdadeiramente sagrado de paz e calma.",
2301,home office,,local da casa usado como escritÃ³rio para trabalhar,B1,,,,I use a home office to pay my bills and work on my taxes every month.,Uso uma sala de trabalho em casa para pagar minhas contas e fazer meus impostos todos os meses.,
2302,homesick,,"""nostÃ¡lgico","com saudades""",B1,,,"After moving to a new city for college, she felt homesick and couldn't wait to return home for Thanksgiving break.","Depois de se mudar para uma nova cidade para estudar, ela sentiu saudade do lar e não podia esperar para voltar para casa durante a pausa do feriado de ação de graças.",
2304,honey,,honesto,B1,noun,,,Um fluido viscoso e doce produzido a partir do nÃ©ctar das plantas pelas abelhas. Frequentemente usado para adoÃ§ar chÃ¡ ou para espalhar em produtos assados.,Um fluido viscoso e doce produzido a partir do néctar das plantas pelas abelhas é frequentemente usado para adoçar chá ou espalhar em produtos assados.,
2306,honor,,lua de mel,B1,noun,,,The teacher's years of service earned her a special place in the community and a great honor at the awards ceremony.,O tempo de serviço da professora lhe rendeu um lugar especial na comunidade e uma grande honra durante o evento das premiações.,
2307,hood,,honra,B1,noun,,,"como uma jaqueta ou manto.""",Como um jaquetão ou manto.,
2308,hook,,gancho,A1,,,,The fisherman carefully removed the hook from his tackle box.,O pescador cuidadosamente tirou o anzol do seu caixa de ferramentas.,
2309,hop,,saltar,A1,,,,She liked to hop on one foot while she was dancing.,Ela gostava de saltar com um pé enquanto dançava.,
2311,horizon,,horizonte,B1,noun,,,She stood at the edge of the cliff and gazed out at the vast horizon.,Ela estava de pé na beira do penhasco e olhava para o vasto horizonte.,
2312,horn,,chifre,A1,,,,The cow had a large horn on its forehead.,A vaca tinha uma grande crina na frente do seu cabeça.,
2313,horrible,,horrÃ­vel,B1,noun,,,The smell of rotten fish from the dumpster outside was horrible and made me feel sick.,A malodora do peixe podre esgoto de fora era terrível e me deixou enfermo.,
2315,horse,,cavalo,B1,noun,,,She rode her horse through the fields every weekend.,Ela cavava por meio dos campos todos os fins de semana.,
2318,hostess,,anfitriÃ£,B1,noun,,,The elegant hostess wore a beautiful wedding dress at her sister's reception.,A elegante anfitriã usava uma beleza de noiva em sua festa de casamento da irmã.,
2319,hot,,quente,B1,verb,,,The coffee here is hot.,O café é quente aqui.,
2320,hotel,,hotel,B1,noun,,,"After a long day of sightseeing, she checked into a cozy hotel near the beach to rest her feet.","Depois de um dia longo de passeio, ela se hospedou em um hotel acolhedor perto da praia para descansar os pés.",
2321,hour,,hora,B1,noun,,,It's time to leave before my sister gets home an hour from now.,É hora de sair antes que minha irmã chegue uma hora de agora.,
2322,house,,casa,A1,,,,I want to buy a small house near the park.,Quero comprar uma pequena casa perto do parque.,
2324,housewife,,dona de casa,B1,noun,,,"After having children, Sarah enjoyed her new role as a housewife and spent most of her time taking care of them.","Depois de ter filhos, Sarah desfrutou do seu novo papel como mãe e passou a maior parte do seu tempo cuidando deles.",
2325,housing,,"""moradia",ato de abrigar,,,,The government invested heavily in affordable housing programs to help low-income families find stable homes.,O governo investiu pesadamente em programas de habitação acessível para ajudar famílias de renda baixa a encontrar casas estáveis.,
2326,how,,como,B1,adverb,,,"I'm not sure what's wrong with my car, so I need to know how to fix it.","Não sei o que está errado com meu carro, então preciso saber como consertá-lo.",
2327,how many,,quantos,B1,pronoun,,,The teacher asked the students how many books they had read during the semester.,O professor perguntou aos alunos quantos livros eles haviam lido durante o semestre.,
2328,how much,,quanto,B1,adverb,,,She asked her friend how much the ticket was before buying it online.,Ela perguntou ao seu amigo quanto custava o bilhete antes de comprá-lo online.,
2329,however,,"""contudo",A1,,,,I'm planning a trip to Europe however I have not saved enough money yet.,"Estou planejando uma viagem à Europa, mas não tenho dinheiro suficiente saldado ainda.",
2333,humanity,,humble,B1,noun,,,The charity event highlighted the importance of preserving humanity amidst the growing wealth gap.,O evento de caridade destacou a importância de preservar a humanidade diante do crescimento da lacuna entre a riqueza e a pobreza.,
2336,hundredth,,hung,B1,noun,,,The astronaut's footprints on the moon were clearly visible at every hundredth of an inch from the ship that brought her there.,Os traços de pé do astronauta na lua ficavam visíveis em cada centésimo de polegada desde a embarcação que o trouxe ali.,
2337,hunger,,"""fome","apetite""",B1,,,Uma necessidade ou desejo urgente por comida.,Necessidade ou desejo urgente de alimentação.,
2338,hungry,,"""faminto","com fome""",B1,,,My daughter is feeling hungry after playing outside all morning.,Minha filha está com fome após brincar fora toda a manhã.,
2339,hunt,,caÃ§ar,A1,,,,She loves to hunt for butterflies in her garden on sunny days.,Ela gosta de caçar borboletas em seu jardim nos dias ensolarados.,
2340,hurry,,"""apressar",precipitar,,,,"If you're going to be late for your appointment, please hurry and grab a taxi now.","Se você vencerá por atraso na sua consulta, por favor acelere e pegue um táxi agora.",
2341,hurt,,"""ferir",doer,machucar,,,She felt hurt when her little brother took her favorite toy without asking.,Ela se sentiu ferida quando seu pequeno irmão pegou sua brinquedo favorito sem perguntar.,
2342,husband,,marido,B1,noun,,,My friend's husband is coming to visit us this weekend.,O marido do meu amigo está vindo visitar-nos neste fim de semana.,
2345,ice cream,,sorvete,B1,noun,,,"After dinner, I love to treat myself to a cone of ice cream on hot summer days.","Depois de jantar, gosto de me tratar com uma bola de sorvete em dias quentes de verão.",
2346,idea,,ideia,B1,noun,,,The team leader shared her idea to reduce costs by reorganizing the office layout.,A líder do time compartilhou sua ideia de reduzir custos reorganizando a disposição da sala de trabalho.,
2348,identify,,identificar,B1,verb,,,"When buying a new phone, it's difficult to identify the model and features without checking online reviews or asking the sales assistant.","Quando comprar um novo celular, é difícil identificar o modelo e as características sem verificar reseñas online ou perguntar ao assistente de vendas.",
2349,identity,,"""identidade","individualidade""",B1,,,identicalness,Identicuidade,
2350,idiom,,expressÃ£o idiomÃ¡tica,A1,,,,The teacher explained that using an idiom can be tricky when learning a new language.,O professor explicou que usar uma expressão idiomática pode ser complicado ao aprender um novo idioma.,
